[0.000000] (-) TimerEvent: {}
[0.000722] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.118536] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/upperarm.stl\n'}
[0.118851] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist1.stl\n'}
[0.119051] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist2.stl\n'}
[0.119213] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist3.stl\n'}
[0.119364] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/base.dae\n'}
[0.119530] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/forearm.dae\n'}
[0.119889] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/shoulder.dae\n'}
[0.120048] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/upperarm.dae\n'}
[0.120201] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist1.dae\n'}
[0.120355] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist2.dae\n'}
[0.120638] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist3.dae\n'}
[0.120819] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/LICENSE.txt\n'}
[0.120986] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/base.stl\n'}
[0.121148] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/forearm.stl\n'}
[0.121323] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/shoulder.stl\n'}
[0.121498] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/upperarm.stl\n'}
[0.121801] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist1.stl\n'}
[0.122120] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist2.stl\n'}
[0.122301] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist3.stl\n'}
[0.122479] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/UR15_DIFF_8bit_2K.jpg\n'}
[0.122773] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/base.dae\n'}
[0.123007] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/forearm.dae\n'}
[0.123256] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/shoulder.dae\n'}
[0.123456] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/upperarm.dae\n'}
[0.123681] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist1.dae\n'}
[0.124008] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist2.dae\n'}
[0.124230] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist3.dae\n'}
[0.124453] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl\n'}
[0.124705] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl\n'}
[0.124948] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae\n'}
[0.125155] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae\n'}
[0.125362] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt\n'}
[0.125567] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl\n'}
[0.125961] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl\n'}
[0.126163] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl\n'}
[0.126347] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl\n'}
[0.126532] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl\n'}
[0.126839] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl\n'}
[0.127035] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl\n'}
[0.127200] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png\n'}
[0.127457] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae\n'}
[0.127675] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae\n'}
[0.127911] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae\n'}
[0.128079] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae\n'}
[0.128230] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae\n'}
[0.128443] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae\n'}
[0.128607] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae\n'}
[0.128853] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl\n'}
[0.129005] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl\n'}
[0.129155] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl\n'}
[0.129306] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl\n'}
[0.129458] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl\n'}
[0.129623] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl\n'}
[0.129821] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl\n'}
[0.129974] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae\n'}
[0.130134] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae\n'}
[0.130302] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae\n'}
[0.130468] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae\n'}
[0.130651] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae\n'}
[0.130837] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist2.dae\n'}
[0.131008] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist3.dae\n'}
[0.131164] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/LICENSE.txt\n'}
[0.131311] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/collision/forearm.stl\n'}
[0.131464] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/collision/upperarm.stl\n'}
[0.131629] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/UR30_DIFF_8bit_2K.png\n'}
[0.132057] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/forearm.dae\n'}
[0.132247] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/upperarm.dae\n'}
[0.132474] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/base.stl\n'}
[0.132713] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/forearm.stl\n'}
[0.132881] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/shoulder.stl\n'}
[0.133122] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/upperarm.stl\n'}
[0.133291] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist1.stl\n'}
[0.133456] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist2.stl\n'}
[0.133949] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist3.stl\n'}
[0.134375] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/base.dae\n'}
[0.134493] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/forearm.dae\n'}
[0.134610] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/shoulder.dae\n'}
[0.134717] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/upperarm.dae\n'}
[0.134812] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist1.dae\n'}
[0.134907] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist2.dae\n'}
[0.134996] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist3.dae\n'}
[0.135082] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/base.stl\n'}
[0.135170] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/forearm.stl\n'}
[0.135256] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/shoulder.stl\n'}
[0.135340] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/upperarm.stl\n'}
[0.135568] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist1.stl\n'}
[0.135671] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist2.stl\n'}
[0.135758] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist3.stl\n'}
[0.135845] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/base.dae\n'}
[0.135929] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/forearm.dae\n'}
[0.136014] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/shoulder.dae\n'}
[0.136096] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/upperarm.dae\n'}
[0.136169] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist1.dae\n'}
[0.136242] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist2.dae\n'}
[0.136315] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist3.dae\n'}
[0.136390] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/base.stl\n'}
[0.136463] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/forearm.stl\n'}
[0.136536] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/shoulder.stl\n'}
[0.136620] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/upperarm.stl\n'}
[0.136696] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist1.stl\n'}
[0.136778] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist2.stl\n'}
[0.136851] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist3.stl\n'}
[0.136928] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/base.dae\n'}
[0.137001] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/forearm.dae\n'}
[0.137074] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/shoulder.dae\n'}
[0.137148] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/upperarm.dae\n'}
[0.137221] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist1.dae\n'}
[0.137299] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist2.dae\n'}
[0.137380] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist3.dae\n'}
[0.137458] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/LICENSE.txt\n'}
[0.137537] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/collision/forearm.stl\n'}
[0.137627] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/collision/upperarm.stl\n'}
[0.138107] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/UR8Long_DIFF_8bit_2K.jpg\n'}
[0.138236] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/forearm.dae\n'}
[0.138329] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/upperarm.dae\n'}
[0.138416] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/rviz/view_robot.rviz\n'}
[0.138502] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro\n'}
[0.138640] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro\n'}
[0.138728] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur.ros2_control.xacro\n'}
[0.138815] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur.urdf.xacro\n'}
[0.138902] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur10e.urdf.xacro\n'}
[0.138987] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur_macro.xacro\n'}
[0.139074] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py\n'}
[0.139159] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/test/test_view_ur_launch.py\n'}
[0.139243] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description\n'}
[0.139329] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description\n'}
[0.139412] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.sh\n'}
[0.139495] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv\n'}
[0.139582] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/path.sh\n'}
[0.139678] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/path.dsv\n'}
[0.139765] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.bash\n'}
[0.139851] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.sh\n'}
[0.139930] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.zsh\n'}
[0.140007] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.dsv\n'}
[0.140083] (ur_description) StdoutLine: {'line': b'-- Symlinking: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/package.dsv\n'}
[0.153047] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/packages/ur_description\n'}
[0.153285] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake\n'}
[0.153370] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake\n'}
[0.153607] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/package.xml\n'}
[0.156259] (ur_description) CommandEnded: {'returncode': 0}
[0.179640] (ur_description) JobEnded: {'identifier': 'ur_description', 'rc': 0}
[0.181166] (ur_simulation_gazebo) JobStarted: {'identifier': 'ur_simulation_gazebo'}
[0.190768] (ur_simulation_gazebo) JobProgress: {'identifier': 'ur_simulation_gazebo', 'progress': 'cmake'}
[0.191451] (ur_simulation_gazebo) JobProgress: {'identifier': 'ur_simulation_gazebo', 'progress': 'build'}
