[0.000000] (-) TimerEvent: {}
[0.000452] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.113446] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/upperarm.stl\n'}
[0.113705] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist1.stl\n'}
[0.113786] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist2.stl\n'}
[0.113854] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist3.stl\n'}
[0.113918] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/base.dae\n'}
[0.113983] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/forearm.dae\n'}
[0.114047] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/shoulder.dae\n'}
[0.114109] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/upperarm.dae\n'}
[0.114171] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist1.dae\n'}
[0.114251] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist2.dae\n'}
[0.114473] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist3.dae\n'}
[0.114556] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/LICENSE.txt\n'}
[0.114613] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/base.stl\n'}
[0.114670] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/forearm.stl\n'}
[0.114725] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/shoulder.stl\n'}
[0.114780] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/upperarm.stl\n'}
[0.114834] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist1.stl\n'}
[0.114888] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist2.stl\n'}
[0.114943] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist3.stl\n'}
[0.115003] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/UR15_DIFF_8bit_2K.jpg\n'}
[0.115060] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/base.dae\n'}
[0.115135] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/forearm.dae\n'}
[0.115357] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/shoulder.dae\n'}
[0.115487] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/upperarm.dae\n'}
[0.115546] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist1.dae\n'}
[0.115601] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist2.dae\n'}
[0.115656] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist3.dae\n'}
[0.115709] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl\n'}
[0.115762] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl\n'}
[0.115817] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae\n'}
[0.115871] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae\n'}
[0.115923] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt\n'}
[0.115980] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl\n'}
[0.116038] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl\n'}
[0.116097] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl\n'}
[0.116155] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl\n'}
[0.116223] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl\n'}
[0.116401] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl\n'}
[0.116574] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl\n'}
[0.116794] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png\n'}
[0.116972] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae\n'}
[0.117085] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae\n'}
[0.117210] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae\n'}
[0.117399] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae\n'}
[0.117511] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae\n'}
[0.117642] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae\n'}
[0.117767] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae\n'}
[0.117890] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl\n'}
[0.118015] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl\n'}
[0.118138] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl\n'}
[0.118280] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl\n'}
[0.118407] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl\n'}
[0.118530] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl\n'}
[0.118878] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl\n'}
[0.119055] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae\n'}
[0.119202] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae\n'}
[0.119447] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae\n'}
[0.119577] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae\n'}
[0.119701] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae\n'}
[0.119828] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist2.dae\n'}
[0.119955] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist3.dae\n'}
[0.120078] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/LICENSE.txt\n'}
[0.120213] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/collision/forearm.stl\n'}
[0.120573] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/collision/upperarm.stl\n'}
[0.120750] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/UR30_DIFF_8bit_2K.png\n'}
[0.120992] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/forearm.dae\n'}
[0.121231] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur30/visual/upperarm.dae\n'}
[0.121615] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/base.stl\n'}
[0.121789] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/forearm.stl\n'}
[0.121944] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/shoulder.stl\n'}
[0.122174] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/upperarm.stl\n'}
[0.122388] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist1.stl\n'}
[0.122563] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist2.stl\n'}
[0.122724] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist3.stl\n'}
[0.122884] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/base.dae\n'}
[0.123049] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/forearm.dae\n'}
[0.123222] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/shoulder.dae\n'}
[0.123538] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/upperarm.dae\n'}
[0.123710] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist1.dae\n'}
[0.123867] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist2.dae\n'}
[0.124019] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist3.dae\n'}
[0.124171] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/base.stl\n'}
[0.124428] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/forearm.stl\n'}
[0.124573] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/shoulder.stl\n'}
[0.124721] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/upperarm.stl\n'}
[0.124914] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist1.stl\n'}
[0.125055] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist2.stl\n'}
[0.125248] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/collision/wrist3.stl\n'}
[0.125412] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/base.dae\n'}
[0.125564] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/forearm.dae\n'}
[0.125792] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/shoulder.dae\n'}
[0.125943] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/upperarm.dae\n'}
[0.126094] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist1.dae\n'}
[0.126317] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist2.dae\n'}
[0.126470] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5/visual/wrist3.dae\n'}
[0.126620] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/base.stl\n'}
[0.126770] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/forearm.stl\n'}
[0.126923] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/shoulder.stl\n'}
[0.127073] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/upperarm.stl\n'}
[0.127292] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist1.stl\n'}
[0.127490] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist2.stl\n'}
[0.127637] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist3.stl\n'}
[0.127783] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/base.dae\n'}
[0.127930] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/forearm.dae\n'}
[0.128077] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/shoulder.dae\n'}
[0.128307] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/upperarm.dae\n'}
[0.130233] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist1.dae\n'}
[0.130388] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist2.dae\n'}
[0.130529] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist3.dae\n'}
[0.130669] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/LICENSE.txt\n'}
[0.130808] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/collision/forearm.stl\n'}
[0.130948] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/collision/upperarm.stl\n'}
[0.131158] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/UR8Long_DIFF_8bit_2K.jpg\n'}
[0.131343] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/forearm.dae\n'}
[0.131497] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur8long/visual/upperarm.dae\n'}
[0.131647] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/rviz/view_robot.rviz\n'}
[0.131796] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro\n'}
[0.131960] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro\n'}
[0.132110] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur.ros2_control.xacro\n'}
[0.132277] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur.urdf.xacro\n'}
[0.132432] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur10e.urdf.xacro\n'}
[0.132786] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/urdf/ur_macro.xacro\n'}
[0.132936] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py\n'}
[0.133029] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/test/test_view_ur_launch.py\n'}
[0.133115] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description\n'}
[0.133224] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description\n'}
[0.133337] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.sh\n'}
[0.133430] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv\n'}
[0.133521] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/path.sh\n'}
[0.133607] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/environment/path.dsv\n'}
[0.133712] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.bash\n'}
[0.133799] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.sh\n'}
[0.133883] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.zsh\n'}
[0.133965] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/local_setup.dsv\n'}
[0.134048] (ur_description) StdoutLine: {'line': b'-- Symlinking: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/package.dsv\n'}
[0.145828] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ament_index/resource_index/packages/ur_description\n'}
[0.146204] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake\n'}
[0.146343] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake\n'}
[0.146459] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/package.xml\n'}
[0.150003] (ur_description) CommandEnded: {'returncode': 0}
[0.175273] (ur_description) JobEnded: {'identifier': 'ur_description', 'rc': 0}
[0.176625] (ur_simulation_gazebo) JobStarted: {'identifier': 'ur_simulation_gazebo'}
[0.184447] (ur_simulation_gazebo) JobProgress: {'identifier': 'ur_simulation_gazebo', 'progress': 'cmake'}
[0.186241] (ur_simulation_gazebo) JobProgress: {'identifier': 'ur_simulation_gazebo', 'progress': 'build'}
